Date,Item,Min
2026-07-02,Ship Graveyard Power Crystal,"5,000"
2026-07-02,Shrewd Enchant Scroll,"6,577,777"
2026-07-02,Shrouded Moonlight,"12,228,225"
2026-07-02,Significant Enchant Scroll,"200,500"
2026-07-02,Silence Erg Crystal,"11,999"
2026-07-02,Silver Bracelet,"199,000"
2026-07-02,Smooth Eriu Crystal,"1,999,999"
2026-07-02,Smooth Legacy Shard,"290,000"
2026-07-02,Smooth Legendary Chunk,"499,995"
2026-07-02,Smooth Legendary Ore,"333,800"
2026-07-02,Smooth Legendary Shard,"169,800"
2026-07-02,Smooth Succession Ore,"200,000"
2026-07-02,Smooth Succession Shard,"555,800"
2026-07-02,Smooth Uaithne Crystal,"389,856"
2026-07-02,Solid Eriu Crystal,"525,000"
2026-07-02,Solid Legacy Shard,"425,000"
2026-07-02,Solid Legendary Chunk,"333,800"
2026-07-02,Solid Legendary Ore,"333,800"
2026-07-02,Solid Legendary Shard,"650,000"
2026-07-02,Solid Succession Ore,"900,000"
2026-07-02,Solid Succession Shard,"999,800"
2026-07-02,Solid Uaithne Crystal,"540,000"
2026-07-02,Solitude Enchant Scroll,"8,900,000"
2026-07-02,Sorrowful Enchant Scroll,"1,100,000"
2026-07-02,Space Time Enchant Scroll,"22,222"
2026-07-02,Special Dungeon: Enchant Pouch,"12,870,114"
2026-07-02,Spinos' Essence,"2,222,800"
2026-07-02,Spirit Remnant,850
2026-07-02,Spirit Water,"1,749"
2026-07-02,Stable Eriu Crystal,"2,999,999"
2026-07-02,Stable Legacy Shard,"249,999"
2026-07-02,Stable Legendary Chunk,"1,900,000"
2026-07-02,Stable Succession Ore,"399,995"
2026-07-02,Stable Uaithne Crystal,"2,900,000"
2026-07-02,Star Fruit,"6,500"
2026-07-02,Stern Enchant Scroll,"3,700,000"
2026-07-02,Stigma Enchant Scroll,"20,000"
2026-07-02,Stylish Enchant Scroll,"13,911,000"
2026-07-02,Subdued Enchant Scroll,"4,999,999"
2026-07-02,Superior Bracelet Diamond,"2,355,555"
2026-07-02,Superior Bracelet Emerald,"3,000,000"
2026-07-02,Superior Bracelet Ruby,"2,850,000"
2026-07-02,Superior Bracelet Sapphire,"2,500,000"
2026-07-02,Superior Cloth,"1,900"
2026-07-02,Superior Element Stone,"790,000"
2026-07-02,Superior Enhancement Elixir,"130,000"
2026-07-02,Superior Iron Ore,"11,108"
2026-07-02,Superior Leather,"70,000"
2026-07-02,Tarian Steel,"2,985,045"
2026-07-02,Tempestuous Enchant Scroll,"7,100,000"
2026-07-02,Terminus Sentinel Essence: Grand Targe,"1,500,000"
2026-07-02,Terminus Sentinel Essence: Hand Armor,"777,800"
2026-07-02,Terminus Sentinel Essence: Large Shield,"499,999"
2026-07-02,Terminus Sentinel Essence: Shield,"700,000"
2026-07-02,Terminus Sentinel Essence: Weapon,"777,777"
2026-07-02,Terra Spirit Remnant,880
2026-07-02,The Book of Orna,"25,000,000"
2026-07-02,The Book of Succession,"10,000,000"
2026-07-02,The Book of Uaithne,"49,999,999"
2026-07-02,The Cursed Belt,"80,000,000"
2026-07-02,The Dead Enchant Scroll,"1,075,000"
2026-07-02,The Sun's Wish,"48,225,000"
2026-07-02,The Watcher's Glowing Mysterious Cat Statue,"79,610,000"
2026-07-02,The Watcher's Glowing Succubus Fang,"92,222,222"
2026-07-02,The Watcher's Mysterious Cat Statue,"18,500,000"
2026-07-02,The Watcher's Rusty Mysterious Cat Statue,"4,000,000"
2026-07-02,The Watcher's Rusty Succubus Fang,"4,500,000"
2026-07-02,The Watcher's Glowing Werewolf Paw,"143,000,000"
2026-07-02,The Watcher's Succubus Fang,"25,000,000"
2026-07-02,Token of Quiet,"65,000,000"
2026-07-02,Tragic Enchant Scroll,"41,999,999"
2026-07-02,Transcendent Enchant Scroll,"16,000,000"
2026-07-02,Trial Enchant Scroll,"22,891,666"
2026-07-02,Tricky Enchant Scroll,"5,000"
2026-07-02,Tutelary Enchant Scroll,"100,000"
2026-07-02,Twilight Desert Source,"11,000"
2026-07-02,Twilight Erg Crystal,"45,000"
2026-07-02,Twisted Enchant Scroll,"7,700,000"
2026-07-02,Uaithne Advancement Stone: Chest Armor,"55,555,555"
2026-07-02,Uaithne Advancement Stone: Feet Armor,"55,555,555"
2026-07-02,Uaithne Advancement Stone: Head Armor,"55,555,555"
2026-07-02,Uaithne Advancement Stone: Leg Armor,"55,555,555"
2026-07-02,Uaithne Advancement Stone: Weapon,"88,888,888"
2026-07-02,Uaithne Crystal,"18,640,000"
2026-07-02,Uaithne Fragment: Auxiliary Equipment,"420,000"
2026-07-02,Uaithne Fragment: Chest Armor,"4,200,000"
2026-07-02,Uaithne Fragment: Feet Armor,"2,555,042"
2026-07-02,Uaithne Fragment: Hand Armor,"3,211,111"
2026-07-02,Uaithne Fragment: Head Armor,"2,448,162"
2026-07-02,Uaithne Fragment: Leg Armor,"2,430,000"
2026-07-02,Uaithne Fragment: The Cursed Belt,"6,400,000"
2026-07-02,Uaithne Fragment: The Sun's Wish,"6,200,000"
2026-07-02,Uaithne Fragment: Token of Quiet,"6,499,999"
2026-07-02,Uaithne Fragment: Token of Silence,"6,333,333"
2026-07-02,Uaithne Fragment: Weapon,"2,996,969"
2026-07-02,Uaithne Remnant,"1,097"
2026-07-02,Unknowable Power: Fragments,"180,500"
2026-07-02,Unrelenting Uaithne Crystal,"611,111"
2026-07-02,Unstable Enhancement Rune,"6,567,676"
2026-07-02,Uscias' Essence,"2,277,000"
2026-07-02,Usurper's Rhod Compass,"8,300,000"
2026-07-02,Usurper's Rusty Rhod Compass,"2,399,999"
2026-07-02,Usurper's Shiny Rhod Compass,"12,000,000"
2026-07-02,Vehement Enchant Scroll,"130,500"
2026-07-02,Veiled Enchant Scroll,"19,000,000"
2026-07-02,Victorious Enchant Scroll,"9,999,967"
2026-07-02,Waking Stone: Cooldown (5 sec),"130,000"
2026-07-02,Waking Stone: Damage Boost (10%),"1,777,777"
2026-07-02,Waking Stone: Damage Boost (8%),"1,000"
2026-07-02,Waking Stone: Efficient SP (60),"25,000"
2026-07-02,Waking Stone: Efficient SP (80),"20,000,000"
2026-07-02,Waking Stone: Efficient Stamina (5),"69,999"
2026-07-02,Waking Stone: Efficient SP (70),"25,000"
2026-07-02,Waking Stone: Major Cooldown (20 sec),299
2026-07-02,Waking Stone: Major Cooldown (22 sec),"24,999"
2026-07-02,Water Erg Crystal,"15,000"
2026-07-02,Wave Enchant Scroll,"35,000,000"
2026-07-02,Weeping Enchant Scroll,500
2026-07-02,White Kitty Brooch,"900,000"
2026-07-02,White Kitty Necklace,"299,999"
2026-07-02,Wish Enchant Scroll,"3,333,333"
2026-07-02,Withered Enchant Scroll,"21,670,696"
2026-07-02,Waking Stone: Breakoff DMG +10%,"24,994"
2026-07-02,Waking Stone: Cooldown (5 sec),"100,000"
2026-07-02,Waking Stone: Damage Boost (10%),"1,100,000"
2026-07-02,Waking Stone: Efficient SP (70),"25,000"
2026-07-02,Waking Stone: Cooldown (4 sec),"5,000"
2026-07-04,Abomination's Essence: Grand Targe,"500,000"
2026-07-04,Abomination's Essence: Large Shield,"500,000"
2026-07-04,Abomination's Essence: Leg Armor,"650,000"
2026-07-04,Abomination's Essence: Shield,"1,500,000"
2026-07-04,Abomination's Essence: Weapon,"1,500,000"
2026-07-04,Abyssal Shard Grade 1,"275,000"
2026-07-04,Abyssal Shard Grade 2,"500,000"
2026-07-04,Abyssal Shard Grade 3,"1,550,000"
2026-07-04,Advance Enchant Scroll,"1,899,998"
2026-07-04,Advent Enchant Scroll,"16,800,000"
2026-07-04,Adversarial Enchant Scroll,"14,300,000"
2026-07-04,Aes Sidhe's Essence,"1,250,000"
2026-07-04,Airtight Exquisite Enchant Rune,"107,989,000"
2026-07-04,Amplified Enchant Scroll,"21,111,111"
2026-07-04,Ancient Elemental Accessory Shard,"20,000"
2026-07-04,Ancient Enchant Scroll,"4,450,000"
2026-07-04,Ancient Erg Crystal,"10,000"
2026-07-04,Ancient Lambent Powder,"40,000"
2026-07-04,Ancient Magic Stone,"50,000"
2026-07-04,Ancient Spirit Magic Powder,"49,999"
2026-07-04,Ardor Enchant Scroll,"500,000"
2026-07-04,Ardri's Essence: Chest Armor,"1,570,999"
2026-07-04,Ardri's Essence: Feet Armor,"1,450,800"
2026-07-04,Ardri's Essence: Hand Armor,"1,399,999"
2026-07-04,Ardri's Essence: Leg Armor,"1,199,998"
2026-07-04,Ardri's Essence: Weapon,"1,333,300"
2026-07-04,Artisan's Refined Flask,"10,000"
2026-07-04,Artisan's Sturdy Flask,"6,443"
2026-07-04,Astera's Essence: Chest Armor,"1,000,000"
2026-07-04,Astera's Essence: Feet Armor,"1,000,000"
2026-07-04,Astera's Essence: Hand Armor,"2,000,000"
2026-07-04,Astera's Essence: Leg Armor,"2,000,000"
2026-07-04,Astera's Essence: Weapon,"740,000"
2026-07-04,Berserker Enchant Scroll,"49,998"
2026-07-04,Blessed Magic Elixir,"30,199"
2026-07-04,Blessed Magic Powder,450
2026-07-04,Bloodlust Enchant Scroll,"199,999"
2026-07-04,Blue Kitty Brooch,"1,100,000"
2026-07-04,Blue Kitty Necklace,"650,000"
2026-07-04,Blue Pigment (Apprentice),"19,399"
2026-07-04,Blue Pigment (Beginner),"9,900"
2026-07-04,Blue Pigment (Jlourneyman),"22,990"
2026-07-04,Blue Pigment (Professional),"12,000"
2026-07-04,Bountiful Enchant Scroll,"32,000,000"
2026-07-04,Bracelet Diamond,"10,000"
2026-07-04,Bracelet Emerald,"3,000"
2026-07-04,Bracelet Ruby,"5,000"
2026-07-04,Bracelet Sapphire,"5,000"
2026-07-04,Braha's Essence: Chest Armor,"100,000"
2026-07-04,Braha's Essence: Large Shield,"200,000"
2026-07-04,Bres's Moonlight Essence,"5,499,999"
2026-07-04,Bres's Shadow Essence,"3,299,900"
2026-07-04,Brilliant Kitty Necklace,"20,999,999"
2026-07-04,Brutal Enchant Scroll,"2,200,000"
2026-07-04,Capture Enchant Scroll,"899,999"
2026-07-04,Chaos Enchant Scroll,"100,000"
2026-07-04,Character-Specific Hair Coupon,"65,000,000"
2026-07-04,Charging Enchant Scroll,"999,999"
2026-07-04,Chaser's Enchant Scroll,"2,000,000"
2026-07-04,Clash Enchant Scroll,"2,254,999"
2026-07-04,Clear Additive (Apprentice),"4,900"
2026-07-04,Clear Additive (Beginner),"8,900"
2026-07-04,Clear Additive (Journeyman),"17,990"
2026-07-04,Clear Additive (Professional),900
2026-07-04,Cloth,"7,995"
2026-07-04,Complete Bracelet Diamond,"10,500,000"
2026-07-04,Complete Bracelet Emerald,"11,500,000"
2026-07-04,Complete Bracelet Ruby,"8,222,222"
2026-07-04,Complete Bracelet Sapphire,"8,493,500"
2026-07-04,Consume Enchant Scroll,"5,000,000"
2026-07-04,Conviction Enchant Scroll,"4,500,000"
2026-07-04,Cool Enchant Scroll,"500,000"
2026-07-04,Copper Bracelet,"25,998"
2026-07-04,Copper Ore,"10,402"
2026-07-04,Crescent Moon Island Power Crystal,"5,000"
2026-07-04,Cyclical Enchant Scroll,"8,888,500"
2026-07-04,Dash Enchant Scroll,"400,000"
2026-07-04,Deadly Enchant Scroll,"4,000"
2026-07-04,Decisive Enchant Scroll,"20,000"
2026-07-04,Deific Devotion A Prophecy That Cannot Be Followed,"3,750,000"
2026-07-04,Deific Devotion Dialectic of Death,"2,450,000"
2026-07-04,Deific Devotion False Confession,"4,700,000"
2026-07-04,Deific Devotion Forest of Abundance,"3,999,999"
2026-07-04,Deific Devotion Glutton's Banquet,"3,900,000"
2026-07-04,Deific Devotion Great Ministry,"2,800,000"
2026-07-04,Deific Devotion The One Who Protects the Altar,"3,500,000"
2026-07-04,Deific Devotion The Sanctuary of Reconstruction,"1,999,999"
2026-07-04,Deific Devotion Unjust Cathedral,"5,700,000"
2026-07-04,Deific Devotion Where Earth Meets Sky,"3,757,610"
2026-07-04,Destructive Enchant Scroll,"3,000,000"
2026-07-04,Dignified Enchant Scroll,"2,500,000"
2026-07-04,Dullahan's Essence: Chest Armor,"500,000"
2026-07-04,Dullahan's Essence: Feet Armor,"555,800"
2026-07-04,Dullahan's Essence: Grand Targe,"555,800"
2026-07-04,Dullahan's Essence: Large Shield,"499,995"
2026-07-04,Dullahan's Essence: Leg Armor,"500,000"
2026-07-04,Dullahan's Essence: Shield,"888,800"
2026-07-04,Dullahan's Essence: Weapon,"2,499,999"
2026-07-04,Echoing Enchant Scroll,"20,000"
2026-07-04,Element Shard,"1,800"
2026-07-04,Element Stone,"9,241"
2026-07-04,Element Stone Catalyst,"24,500"
2026-07-04,Emmett's Essence,"3,000,000"
2026-07-04,Empowered Stone,"5,900"
2026-07-04,Emptiness Erg Crystal,"6,710"
2026-07-04,Enchant Scroll Scrap: Advance,"2,000,000"
2026-07-04,Enchant Scroll Scrap: Advent,"17,000,000"
2026-07-04,Enchant Scroll Scrap: Adversarial,"12,000,000"
2026-07-04,Enchant Scroll Scrap: Amplified,"14,500,000"
2026-07-04,Enchant Scroll Scrap: Ancient,"14,000,000"
2026-07-04,Enchant Scroll Scrap: Bountiful,"18,888,888"
2026-07-04,Enchant Scroll Scrap: Brutal,"1,000,000"
2026-07-04,Enchant Scroll Scrap: Capture,"500,000"
2026-07-04,Enchant Scroll Scrap: Charge,"2,400,000"
2026-07-04,Enchant Scroll Scrap: Chaser's,"1,595,647"
2026-07-04,Enchant Scroll Scrap: Clash,"2,000,000"
2026-07-04,Enchant Scroll Scrap: Concentrated,"3,200,000"
2026-07-04,Enchant Scroll Scrap: Consume,"5,800,000"
2026-07-04,Enchant Scroll Scrap: Conviction,"5,555,555"
2026-07-04,Enchant Scroll Scrap: Cool,"1,389,499"
2026-07-04,Enchant Scroll Scrap: Cyclical,"8,499,999"
2026-07-04,Enchant Scroll Scrap: Destructive,"4,000,000"
2026-07-04,Enchant Scroll Scrap: Dignified,"2,000,000"
2026-07-04,Enchant Scroll Scrap: Escalating,"14,970,000"
2026-07-04,Enchant Scroll Scrap: Eternal,"17,777,777"
2026-07-04,Enchant Scroll Scrap: Executing,"36,666,666"
2026-07-04,Enchant Scroll Scrap: Fading,"1,250,000"
2026-07-04,Enchant Scroll Scrap: Fate,"125,000,000"
2026-07-04,Enchant Scroll Scrap: Fighting Spirit,"14,999,999"
2026-07-04,Enchant Scroll Scrap: Forgotten,"5,000,000"
2026-07-04,Enchant Scroll Scrap: Frenzy,"3,000,000"
2026-07-04,Enchant Scroll Scrap: Fresh,"20,000,000"
2026-07-04,Enchant Scroll Scrap: Hollow,"21,999,999"
2026-07-04,Enchant Scroll Scrap: Impaling,"4,999,999"
2026-07-04,Enchant Scroll Scrap: Indomitable,"8,888,888"
2026-07-04,Enchant Scroll Scrap: Instant,"15,000,100"
2026-07-04,Enchant Scroll Scrap: Irate,"4,250,000"
2026-07-04,Enchant Scroll Scrap: Lament,"1,500,000"
2026-07-04,Enchant Scroll Scrap: Madness,"4,800,000"
2026-07-04,Enchant Scroll Scrap: Praise,"18,989,999"
2026-07-04,Enchant Scroll Scrap: Prophetic,"4,000,000"
2026-07-04,Enchant Scroll Scrap: Raging,"1,489,999"
2026-07-04,Enchant Scroll Scrap: Reflection,"19,999,999"
2026-07-04,Enchant Scroll Scrap: Revenge,"2,800,000"
2026-07-04,Enchant Scroll Scrap: Sealed,"5,555,555"
2026-07-04,Enchant Scroll Scrap: Shrewd,"5,999,999"
2026-07-04,Enchant Scroll Scrap: Solitude,"7,000,000"
2026-07-04,Enchant Scroll Scrap: Sorrowful,"3,999,999"
2026-07-04,Enchant Scroll Scrap: Soul,"1,000,000"
2026-07-04,Enchant Scroll Scrap: Stern,"2,777,777"
2026-07-04,Enchant Scroll Scrap: Stylish,"9,800,000"
2026-07-04,Enchant Scroll Scrap: Subdued,"5,555,555"
2026-07-04,Enchant Scroll Scrap: Tempestuous,"6,000,000"
2026-07-04,Enchant Scroll Scrap: Tragic,"29,999,998"
2026-07-04,Enchant Scroll Scrap: Transcendent,"11,000,000"
2026-07-04,Enchant Scroll Scrap: Trial,"19,999,999"
2026-07-04,Enchant Scroll Scrap: Twisted,"9,500,000"
2026-07-04,Enchant Scroll Scrap: Vehement,"398,999"
2026-07-04,Enchant Scroll Scrap: Veiled,"16,200,000"
2026-07-04,Enchant Scroll Scrap: Victorious,"6,499,999"
2026-07-04,Enchant Scroll Scrap: Wave,"25,380,000"
2026-07-04,Enchant Scroll Scrap: Weeping,"5,000,000"
2026-07-04,Enchant Scroll Scrap: Withered,"13,000,000"
2026-07-04,Enhanced New Era Cloth,"38,500"
2026-07-04,Enhanced New Era Leather,"39,000"
2026-07-04,Enhanced New Era Orb,"20,000"
2026-07-04,Enhanced New Era Ore,"50,000"
2026-07-04,Enhancement Elixir,957
2026-07-04,Enmity Enchant Scroll,"4,000,000"
2026-07-04,Enok's Essence,"2,500,000"
2026-07-04,Enthusiastic Enchant Scroll,"88,500"
2026-07-04,Eriu Advancement Stone: Head Armor,"66,666,666"
2026-07-04,Eriu Advancement Stone: Leg Armor,"66,666,666"
2026-07-04,Eriu Advancement Stone: Weapon,"34,999,999"
2026-07-04,Eriu Book,"66,666,666"
2026-07-04,Eriu Fragment: Auxiliary Equipment,"8,881,519"
2026-07-04,Eriu Fragment: Chest Armor,"4,888,888"
2026-07-04,Eriu Fragment: Leg Armor,"2,499,999"
2026-07-04,Eriu Fragment: Roots of Abundance,"8,000,000"
2026-07-04,Eriu Fragment: Starlight Belt,"5,500,000"
2026-07-04,Eriu Fragment: Weapon,"3,900,000"
2026-07-04,Escalating Enchant Scroll,"30,000,000"
2026-07-04,Eternal Enchant Scroll,"21,111,111"
2026-07-04,Eternal Legacy,"100,000"
2026-07-04,Eternity Erg Crystal,"7,999"
2026-07-04,Executing Enchant Scroll,"90,000,000"
2026-07-04,Expeditionary Enchant Scroll,"20,000"
2026-07-04,Exquisite Cloth,599
2026-07-04,Exquisite HP Potion,"20,000"
2026-07-04,Exquisite Iron Ore,100
2026-07-04,Fading Enchant Scroll,"299,500"
2026-07-04,Fallen One's Rhod Compass,"67,500,000"
2026-07-04,Fallen One's Rusty Rhod Compass,"19,999,999"
2026-07-04,Fallen One's Shiny Rhod Compass,"150,000,000"
2026-07-04,Fast Enchant Scroll,"500,000"
2026-07-04,Fate Enchant Scroll,"450,000,000"
2026-07-04,Fear of the Divide,"5,000,000"
2026-07-04,Fighting Belt,"12,228,225"
2026-07-04,Fighting Spirit Enchant Scroll,"16,500,000"
2026-07-04,Fine Bracelet Diamond,"100,000"
2026-07-04,Fine Bracelet Emerald,"188,888"
2026-07-04,Fine Bracelet Ruby,"200,000"
2026-07-04,Fine Bracelet Sapphire,"380,000"
2026-07-04,Fine Cloth,"3,791"
2026-07-04,Fine Fobellow Tin,"5,555"
2026-07-04,Fine HP Potion,"1,100"
2026-07-04,Fine Iron Ore,"8,000"
2026-07-04,Fire Spirit Remnant,999
2026-07-04,Flask of Niflheim,"1,134,799"
2026-07-04,Fleet Enchant Scroll,"5,000"
2026-07-04,Forgotten Enchant Scroll,"9,000,000"
2026-07-04,Fragrant Additive (Apprentice),"37,990"
2026-07-04,Fragrant Additive (Beginner),"7,900"
2026-07-04,Fragrant Additive (Journeyman),"32,900"
2026-07-04,Fragrant Additive (Professional),"3,000"
2026-07-04,Frenzy Enchant Scroll,"999,999"
2026-07-04,Godly Cloth,"10,000"
2026-07-04,Godly Iron Ore,"4,525"
2026-07-04,Goibhniu's Enhancement Stone,"2,666,666"
2026-07-04,Goibhniu's Stone+,"5,387,999"
2026-07-04,Gold Bracelet,"20,900,000"
2026-07-04,Gold Ore,10
2026-07-04,Gray Twilight Brooch,"19,000,000"
2026-07-04,Greater Bronze Lion Statue,"350,000"
2026-07-04,Greater Succubus Fang,"500,000"
2026-07-04,Healthy Enchant Scroll,"999,999"
2026-07-04,Heartless Enchant Scroll,"30,000"
2026-07-04,Heavenly Leather,"10,000"
2026-07-04,Hoarfrost Hollow Erg Crystal,"8,888"
2026-07-04,Hollow Enchant Scroll,"44,000,000"
2026-07-04,Ice Crystal,400
2026-07-04,Impaling Enchant Scroll,"500,000"
2026-07-04,Indomitable Enchant Scroll,"20,000,000"
2026-07-04,Inherited Power: Fragments,"8,454"
2026-07-04,Instant Enchant Scroll,"22,000,000"
2026-07-04,Intermediate Element Stone,"200,000"
2026-07-04,Irate Enchant Scroll,"8,000,000"
2026-07-04,Iron Ore,"11,995"
2026-07-04,Jardin Steel,"40,000"
2026-07-04,Jarnir's Essence,"6,999,000"
2026-07-04,Keen Eriu Crystal,"1,320,000"
2026-07-04,Keen Legacy Shard,"1,000,000"
2026-07-04,Keen Legendary Chunk,"1,999,800"
2026-07-04,Keen Legendary Ore,"333,800"
2026-07-04,Keen Succession Ore,"467,285"
2026-07-04,Keen Uaithne Crystal,"2,080,000"
2026-07-04,Kitty Brooch,"200,000"
2026-07-04,Lambent Powder,950
2026-07-04,Lament Enchant Scroll,"499,999"
2026-07-04,Life Erg Crystal,"7,108"
2026-07-04,Life Spirit Remnant,"6,500"
2026-07-04,Light Erg Crystal,"7,777"
2026-07-04,Lightweight Eriu Crystal,"670,000"
2026-07-04,Lightweight Legendary Chunk,"1,000,000"
2026-07-04,Lightweight Legendary Ore,"400,000"
2026-07-04,Lightweight Succession Ore,"2,800,800"
2026-07-04,Lightweight Uaithne Crystal,"2,557,223"
2026-07-04,Lord's Glowing Obsidian Bracelet,"750,000,000"
2026-07-04,Lord's Rusty Obsidian Bracelet,"369,696,969"
2026-07-04,Lucian's Essence,"2,600,000"
2026-07-04,Lugh Lamhfada's Essence: Feet Armor,"1,500,000"
2026-07-04,Lugh Lamhfada's Essence: Grand Targe,"947,800"
2026-07-04,Madness Enchant Scroll,"3,000,000"
2026-07-04,Magic Elixir,"34,999"
2026-07-04,Magic Elixir of Life,"11,999"
2026-07-04,Magic Powder,"8,888"
2026-07-04,Magic Stone,"2,500"
2026-07-04,Mana Dust,"1,000"
2026-07-04,Mana Reformer,"5,000"
2026-07-04,Mark of Friendship,"10,000"
2026-07-04,Meaningful Enchant Scroll,"1,333,333"
2026-07-04,Memorable Enchant Scroll,"19,999"
2026-07-04,Milletian's Essence: Feet Armor,"2,999,800"
2026-07-04,Milletian's Essence: Leg Armor,"999,800"
2026-07-04,Milo's Essence,"1,900,000"
2026-07-04,Morgant's Essence,"2,022,751"
2026-07-04,Mysterious Shard Grade 1,"78,738"
2026-07-04,Mysterious Shard Grade 2,"389,999"
2026-07-04,Mysterious Shard Grade 3,"900,000"
2026-07-04,Mystic Enchant Scroll,"75,980,000"
2026-07-04,New Era Cloth,"33,479"
2026-07-04,New Era Leather,"34,151"
2026-07-04,New Era Orb,"8,000"
2026-07-04,New Era Ore,"7,450"
2026-07-04,New Era Remnant,24
2026-07-04,New Era Stone,"8,900"
2026-07-04,Obsidian Kitty Necklace,"155,000,000"
2026-07-04,Orb,"8,500"
2026-07-04,Orna's Essence,"650,000"
2026-07-04,Orna's Essence: Chest Armor,"1,500,000"
2026-07-04,Orna's Essence: Feet Armor,"1,650,000"
2026-07-04,Orna's Essence: Hand Armor,"1,498,000"
2026-07-04,Orna's Essence: Leg Armor,"1,650,000"
2026-07-04,Orna's Essence: Weapon,"1,650,000"
2026-07-04,Outburst Enchant Scroll,"22,500"
2026-07-04,Paradise Orb,"2,691"
2026-07-04,Paradise Stone,"7,700"
2026-07-04,Party Revival Feather,"99,999"
2026-07-04,Passion Enchant Scroll,"875,000"
2026-07-04,Peaceful Enchant Scroll,"1,000,000"
2026-07-04,Perfect Legendary Chunk,"333,800"
2026-07-04,Perfect Succession Ore,"2,000,000"
2026-07-04,Perfect Uaithne Crystal,"2,518,659"
2026-07-04,Petrify Enchant Scroll,"1,990,000"
2026-07-04,Prairie Erg Crystal,"5,900"
2026-07-04,Praise Enchant Scroll,"29,676,767"
2026-07-04,Premium Armor Enhancement Rune,"45,000,000"
2026-07-04,Premium Enhancement Rune,"55,000,000"
2026-07-04,Prophetic Enchant Scroll,"6,000,000"
2026-07-04,Quiet Enchant Scroll,"500,000"
2026-07-04,Rage Erg Crystal,"4,899"
2026-07-04,Raging Enchant Scroll,"1,499,999"
2026-07-04,Red Kitty Necklace,"1,500,000"
2026-07-04,Red Moon Brooch,"21,000,000"
2026-07-04,Red Pigment (Apprentice),"15,900"
2026-07-04,Red Pigment (Beginner),"8,095"
2026-07-04,Red Pigment (Journeyman),"6,890"
2026-07-04,Red Pigment (Professional),"15,555"
2026-07-04,Reflection Enchant Scroll,"30,600,000"
2026-07-04,Regina's Feather: Large Shield,"1,111,800"
2026-07-04,Resolved Enchant Scroll,"1,500,000"
2026-07-04,Revenge Enchant Scroll,"10,000,000"
2026-07-04,Righteous Enchant Scroll,"100,000"
2026-07-04,Robust Eriu Crystal,"1,520,425"
2026-07-04,Robust Uaithne Crystal,"821,234"
2026-07-04,Roots of Abundance,"75,000,000"
2026-07-04,Ruins Erg Crystal,"1,999"
2026-07-04,Sacred Erg Crystal,"5,800"
2026-07-04,Salt Flower,"6,500"
2026-07-04,Sanctuary Earrings,"10,000,000"
2026-07-04,Scattered Essence Box,"150,000"
2026-07-04,Sealed Power: Fragments,"40,000"
2026-07-04,Semias' Essence,"4,969,471"
2026-07-04,Seraphic Feathers Brooch,"12,999,999"
2026-07-04,Ship Graveyard Power Crystal,"5,000"
2026-07-04,Shrewd Enchant Scroll,"4,786,712"
2026-07-04,Shrouded Moonlight,"10,900,000"
2026-07-04,Significant Enchant Scroll,"200,500"
2026-07-04,Silence Erg Crystal,"11,999"
2026-07-04,Silver Bracelet,"100,000"
2026-07-04,Silver Ore,"3,383"
2026-07-04,Smooth Eriu Crystal,"1,751,824"
2026-07-04,Smooth Legacy Shard,"350,000"
2026-07-04,Smooth Legendary Chunk,"499,995"
2026-07-04,Smooth Legendary Ore,"300,000"
2026-07-04,Smooth Legendary Shard,"169,800"
2026-07-04,Smooth Succession Ore,"309,990"
2026-07-04,Smooth Succession Shard,"555,800"
2026-07-04,Smooth Uaithne Crystal,"444,444"
2026-07-04,Solid Eriu Crystal,"1,190,000"
2026-07-04,Solid Legacy Shard,"400,000"
2026-07-04,Solid Legendary Chunk,"333,000"
2026-07-04,Solid Legendary Ore,"300,000"
2026-07-04,Solid Legendary Shard,"2,000,000"
2026-07-04,Solid Succession Ore,"1,016,445"
2026-07-04,Solid Succession Shard,"999,800"
2026-07-04,Solid Uaithne Crystal,"977,777"
2026-07-04,Solitude Enchant Scroll,"12,990,000"
2026-07-04,Sorrowful Enchant Scroll,"1,000,000"
2026-07-04,Space Time Enchant Scroll,"200,000"
2026-07-04,Special Dungeon: Enchant Pouch,"12,180,000"
2026-07-04,Spinos' Essence,"4,200,000"
2026-07-04,Spirit Magic Powder,"13,500"
2026-07-04,Spirit Remnant,"1,500"
2026-07-04,Spirit Water,"1,099"
2026-07-04,Stable Eriu Crystal,"2,200,000"
2026-07-04,Stable Legacy Shard,"249,999"
2026-07-04,Stable Legendary Chunk,"1,999,800"
2026-07-04,Stable Succession Ore,"1,999,000"
2026-07-04,Stable Uaithne Crystal,"2,500,000"
2026-07-04,Star Fruit,"6,500"
2026-07-04,Starlight Belt,"87,999,999"
2026-07-04,Stern Enchant Scroll,"5,555,555"
2026-07-04,Stigma Enchant Scroll,"15,000"
2026-07-04,Stroll Enchant Scroll,"1,500,000"
2026-07-04,Stylish Enchant Scroll,"9,800,000"
2026-07-04,Subdued Enchant Scroll,"1,110,500"
2026-07-04,Superior Bracelet Diamond,"2,500,000"
2026-07-04,Superior Bracelet Emerald,"3,000,000"
2026-07-04,Superior Bracelet Ruby,"2,000,000"
2026-07-04,Superior Bracelet Sapphire,"2,000,000"
2026-07-04,Superior Cloth,"1,000"
2026-07-04,Superior Element Stone,"710,000"
